Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoConformidadeOperacionalidade
8412;Barragem Lauro Muller;Carbonífera Belluno Ltda.;83.163.576/0001-05;-28°24'34.600";-49°25'39.900";Sul do Equador;LAURO MÜLLER;SC;Carvão Mineral Camada Bonito;20,00;150.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9581;Barragem Lauro Muller - Bacia 4;Carbonífera Belluno Ltda.;83.163.576/0001-05;-28°24'31.750";-49°25'42.520";Sul do Equador;LAURO MÜLLER;SC;Carvão Mineral Camada Bonito;20,00;15.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9352;Barragem Mãe D'Água;GREEN METALS NOVA ERA SOLUCOES AMBIENTAIS S.A;16.530.219/0001-32;-19°36'06.170";-43°01'47.700";Sul do Equador;NOVA ERA;MG;Minério de Ferro;48,00;3.100.000,00;0 - Etapa única;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9651;Barragem Magrini;NORAIR NELSON DE SOUZA;***;-16°16'23.070";-56°41'46.380";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;10,91;172.869,61;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
8907;Barragem MCSA;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'04.100";-39°49'35.700";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,65;42.763.496,78;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
2436;Barragem Mina Engenho;Massa Falida de Mundo Mineração Ltda.;07.950.015/0001-60;-20°03'42.100";-43°47'40.900";Sul do Equador;RIO ACIMA;MG;Minério de Ouro Primário;32,00;549.927,00;0 - Etapa única;Alto;Alto;Sim;Nível de Emergência 1;2º Campanha 2023 - Não Enviado;1º Campanha 2023 - Não Enviado
9212;Barragem Morro Pelado;BRASIL MINERIOS S/A;02.683.365/0001-93;-16°23'38.000";-50°23'01.200";Sul do Equador;SÃO LUÍS DE MONTES BELOS;GO;Vermiculita;12,00;774.316,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9252;Barragem Morro Pelado 2;BRASIL MINERIOS S/A;02.683.365/0001-93;-16°23'49.700";-50°23'00.300";Sul do Equador;SÃO LUÍS DE MONTES BELOS;GO;Vermiculita;14,80;891.354,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9021;Barragem MRDM;MINERACAO RIACHO DOS MACHADOS LTDA.;08.832.667/0001-62;-16°03'16.560";-43°06'50.630";Sul do Equador;RIACHO DOS MACHADOS;MG;Minério de Ouro Primário;47,60;15.753.472,48;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8291;Barragem MSG;MINERACAO SERRA GRANDE S A;42.445.403/0001-94;-14°33'40.200";-49°57'36.600";Sul do Equador;CRIXÁS;GO;Minério de Ouro Primário;92,00;17.100.619,79;10 - Alteamento a montante;Baixo;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Atestado
10058;Barragem MSJ ;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°29'31.338";-55°56'20.832";Sul do Equador;CUIABÁ;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
9896;Barragem Novo Astro;COOPROBAND - COOPERATIVA DE PRODUTORES MINERAIS DE NOVA BANDEIRANTES;35.055.890/0001-13;-09°12'55.220";-58°17'30.150";Sul do Equador;NOVA BANDEIRANTES;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
9540;Barragem Oriente01;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°34'60.000";-62°23'46.000";Sul do Equador;MACHADINHO D'OESTE;RO;Aluvião Estanífero;6,00;0,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8554;Barragem Paciência;MINERACAO SERRAS DO OESTE LIMITADA;28.917.748/0001-72;-20°12'37.637";-43°41'08.800";Sul do Equador;ITABIRITO;MG;Minério de Ouro Primário;34,00;1.409.000,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9800;Barragem Quéias;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'37.171";-44°18'57.999";Sul do Equador;BRUMADINHO;MG;;15,00;75.000,00;5 - Alteamento por linha de centro;Alto;Alto;Sim;Nível de Emergência 1;2º Campanha 2023 - Não Atestado;1º Campanha 2023 - Não Atestado
9000;BARRAGEM REJEITOS;Extrativa Metalurgia S A;03.761.820/0001-94;-20°53'34.300";-46°42'19.000";Sul do Equador;FORTALEZA DE MINAS;MG;Minério de Níquel;46,80;3.250.000,00;10 - Alteamento a montante;Baixo;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9210;Barragem RG2W;MINERACAO SERRAS DO OESTE LIMITADA;28.917.748/0001-72;-19°57'29.710";-43°38'05.312";Sul do Equador;CAETÉ;MG;Minério de Ouro Primário;6,00;506.587,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8391;Barragem Rio Fiorita;Carbonífera Belluno Ltda.;83.163.576/0001-05;-28°35'12.667";-49°26'35.575";Sul do Equador;SIDERÓPOLIS;SC;Carvão Mineral;10,00;527.420,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8931;Barragem Salinas 1;Darci Nascimento Epp;00.057.032/0001-23;-16°10'59.700";-56°25'06.900";Sul do Equador;POCONÉ;MT;Rocha Aurífera;10,00;100.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
8504;Barragem Samambaia 0 (Zero);MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°10'22.518";-44°26'54.771";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;46,00;8.708.062,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8721;Barragem Santa Helena;COMPANHIA BRASILEIRA DE BENTONITA LTDA;04.885.978/0001-39;-14°48'40.373";-41°00'17.917";Sul do Equador;VITÓRIA DA CONQUISTA;BA;Bentonita;14,00;7.500,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
8732;Barragem Santa Rita;ATLANTIC NICKEL MINERACAO LTDA;74.127.010/0001-29;-14°11'20.792";-39°41'49.707";Sul do Equador;ITAGIBÁ;BA;Minério de Níquel;40,00;34.908.513,26;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8433;Barragem Santo Antônio;KINROSS BRASIL MINERACAO S/A;20.346.524/0001-46;-17°08'46.800";-46°51'22.800";Sul do Equador;PARACATU;MG;Minério de Ouro Primário;104,00;364.043.047,00;5 - Alteamento por linha de centro;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8829;BARRAGEM SÃO GERALDO;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-06°06'36.700";-52°16'31.000";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia e Cascalho;3,00;5.250,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8830;BARRAGEM SAO GERALDO 02;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-06°04'32.800";-52°15'18.700";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia e Cascalho;3,00;10.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9844;Barragem Serrinha;SERRINHA GOLDMINE LTDA;42.451.000/0001-58;-15°30'14.430";-56°01'14.430";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;7,00;139.669,05;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
8865;BARRAGEM SERRINHA;VALE S.A.;33.592.510/0001-54;-20°10'28.800";-43°58'33.600";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;9,69;0,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9660;BARRAGEM SERROTE;MINERACAO VALE VERDE DO BRASIL LTDA.;08.650.571/0001-83;-09°40'20.100";-36°46'23.700";Sul do Equador;CRAÍBAS;AL;Hematita;19,30;2.172.087,30;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9186;Barragem Sul;VETRIA MINERACAO S.A.;10.228.340/0001-28;-19°12'19.900";-57°38'07.100";Sul do Equador;CORUMBÁ;MS;Minério de Ferro;25,00;1.100.000,00;10 - Alteamento a montante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8625;BARRAGEM SUL OU TANQUE VELHO;MINERACAO TABIPORA LTDA;79.066.841/0001-51;-25°22'13.821";-49°41'27.099";Sul do Equador;CAMPO LARGO;PR;Minério de Ouro Primário;25,00;302.000,00;5 - Alteamento por linha de centro;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9001;BARRAGEM T01;Valdinei Mauro de Souza;***;-16°17'26.700";-56°42'43.100";Sul do Equador;POCONÉ;MT;Rocha Aurífera;38,00;1.764.869,33;5 - Alteamento por linha de centro;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9022;BARRAGEM T02;Euler Oliveira Coelho;***;-15°33'42.540";-55°49'21.340";Sul do Equador;CUIABÁ;MT;Rocha Aurífera;23,00;4.120.515,81;5 - Alteamento por linha de centro;Médio;Baixo;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9023;BARRAGEM T03;Euler Oliveira Coelho;***;-15°50'05.240";-56°11'12.360";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Rocha Aurífera;18,00;3.378.683,26;2 - Alteamento a jusante;Médio;Baixo;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9246;Barragem T04;Valdinei Mauro de Souza;***;-15°33'26.120";-55°48'12.440";Sul do Equador;CUIABÁ;MT;Rocha Aurífera;11,00;1.815.000,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9426;Barragem T05;Valdinei Mauro de Souza;***;-16°17'52.240";-56°42'42.110";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;13,49;483.417,27;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9427;Barragem T06;Valdinei Mauro de Souza;***;-16°18'00.590";-56°43'58.620";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;6,00;153.602,70;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9662;Barragem T08;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°09'47.960";-56°24'57.190";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;8,00;76.574,60;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9663;Barragem T09;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°09'57.130";-56°25'28.230";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;11,00;1.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
8831;BARRAGEM TABOQUINHA;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-09°31'24.000";-62°54'21.200";Sul do Equador;CUJUBIM;RO;Areia e Cascalho;4,50;7.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8832;BARRAGEM TARILÂNDIA 01;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-10°49'19.200";-62°50'02.200";Sul do Equador;JARU;RO;Argila;3,00;31.250,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9783;Barragem TB ;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°30'38.230";-56°02'51.970";Sul do Equador;CUIABÁ;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
9559;Barragem TB02;VM Mineração e Construção Eireli EPP;03.121.422/0001-03;-15°57'35.500";-56°28'46.600";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;7,00;50.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9687;Barragem Torio 01;Torio Brasil Mineração Ltda;07.240.707/0001-14;-09°31'23.270";-56°29'11.955";Sul do Equador;PARANAÍTA;MT;Minério de Ouro Primário;10,00;65.458,90;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9474;Barragem Torto;VALE S.A.;33.592.510/0001-54;-19°51'04.850";-43°24'49.570";Sul do Equador;BARÃO DE COCAIS;MG;Minério de Ferro;56,50;1.373.171,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8835;BARRAGEM URUPA 01;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-11°08'07.500";-62°26'15.100";Sul do Equador;URUPÁ;RO;Argila;3,00;31.250,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8337;BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'39.269";-47°57'25.648";Sul do Equador;UBERABA;MG;Argila;2,00;4.300,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8338;BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'40.873";-47°57'27.817";Sul do Equador;UBERABA;MG;Argila;2,00;4.600,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8350;BARRAGEM USINA BENEFICIAMENTO L7 - IIA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'36.580";-47°57'17.867";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;7.100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8351;BARRAGEM USINA BENEFICIAMENTO L8 - IIIA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'41.235";-47°57'23.791";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;4.900,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8352;BARRAGEM USINA BENEFICIAMENTO L8 - IIIB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'34.100";-47°57'20.460";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;3.900,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8253;BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BII;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-11°15'37.010";-39°21'27.220";Sul do Equador;SANTALUZ;BA;Cromita;2,00;875,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8254;BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BIII ;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-11°15'37.870";-39°21'27.200";Sul do Equador;SANTALUZ;BA;Cromita;2,00;1.100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8255;BARRAGEM USINA SANTALUZ BENEFICIAMENTO BI;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-11°15'36.320";-39°21'27.300";Sul do Equador;SANTALUZ;BA;Cromita;2,00;1.125,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9187;BARRAGEM USINA/CIP - LAGO 1 E 2;FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA;22.104.045/0001-49;-11°26'58.800";-39°05'22.800";Sul do Equador;BARROCAS;BA;Rocha Aurífera;24,00;12.344.938,00;10 - Alteamento a montante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9188;BARRAGEM USINA/CIP - LAGO 3;FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA;22.104.045/0001-49;-11°26'49.682";-39°04'16.305";Sul do Equador;BARROCAS;BA;Rocha Aurífera;11,17;4.910.295,00;10 - Alteamento a montante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9189;BARRAGEM USINA/CIP - LAGO 4;FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA;22.104.045/0001-49;-11°26'53.000";-39°05'53.000";Sul do Equador;BARROCAS;BA;Rocha Aurífera;35,50;3.900.000,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
10014;Barragem_Valdenir2;VALDENIR DA SILVA REGO;***;-15°37'16.850";-56°16'36.450";Sul do Equador;VÁRZEA GRANDE;MT;Areia;8,00;18.213,44;Indefinido;N/A;N/A;Não;Sem emergência;-;-
8540;Barramento 1 ;MINERADORA PEDRIX LTDA;01.290.096/0001-32;-23°23'35.060";-46°46'30.100";Sul do Equador;CAIEIRAS;SP;Granito;4,00;56.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8547;Barrragem do Vené;MINERACAO AURIZONA S/A;42.422.048/0001-38;-01°18'04.800";-45°45'40.700";Sul do Equador;GODOFREDO VIANA;MA;Minério de Ouro Primário;38,00;17.458.280,16;5 - Alteamento por linha de centro;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9277;Belíssima;COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA;34.726.547/0001-90;-09°47'34.047";-63°33'34.869";Sul do Equador;ARIQUEMES;RO;Minério de Estanho Secundário;4,50;964.820,00;0 - Etapa única;Alto;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;-
9551;Berion;COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL;25.252.467/0001-50;-15°07'57.660";-59°22'17.800";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Secundário;15,00;529.650,00;5 - Alteamento por linha de centro;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9646;Berion 2;COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL;25.252.467/0001-50;-15°07'53.367";-59°22'24.724";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Secundário;5,00;2.320,00;2 - Alteamento a jusante;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9921;BIG BERION;COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL;25.252.467/0001-50;-15°07'47.010";-59°22'09.670";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Primário;7,00;88.165,00;5 - Alteamento por linha de centro;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9240;Boa Sorte;Empresa Mineradora Boa Sorte Ltda;45.599.032/0001-93;-23°24'43.000";-46°12'42.800";Sul do Equador;MOGI DAS CRUZES;SP;Argila Arenosa;3,00;365.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
8459;BOM PASTOR;Sidnei Rafael de Souza;***;-16°05'54.110";-56°34'06.880";Sul do Equador;POCONÉ;MT;Areia;14,00;660.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9403;Bom Retiro 1;MINERACAO BOM RETIRO LTDA;56.763.790/0001-11;-22°11'34.000";-47°27'16.000";Sul do Equador;LEME;SP;Areia;8,00;130.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9374;Bom Retiro 2;MINERACAO BOM RETIRO LTDA;56.763.790/0001-11;-22°11'20.000";-47°27'25.000";Sul do Equador;LEME;SP;Argila;23,58;720.000,00;5 - Alteamento por linha de centro;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8278;bonito;ECB ROCHAS ORNAMENTAIS DO BRASIL LTDA;02.746.671/0001-21;-05°12'32.100";-41°42'27.600";Sul do Equador;CASTELO DO PIAUÍ;PI;Quartzito;1,50;900,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8312;Borrachudo;VALE S.A.;33.592.510/0001-54;-19°36'33.516";-43°15'48.177";Sul do Equador;ITABIRA;MG;Minério de Ferro;6,00;129.537,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8313;Borrachudo II;VALE S.A.;33.592.510/0001-54;-19°36'45.017";-43°16'00.408";Sul do Equador;ITABIRA;MG;Minério de Ferro;20,00;559.755,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9706;BP-01;GDMBRASIL - GEOLOGIA E DESENVOLVIMENTO MINERAL LTDA;19.072.118/0002-34;-15°45'21.620";-56°09'58.550";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;5,00;102.383,98;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9707;BP-02;GDMBRASIL - GEOLOGIA E DESENVOLVIMENTO MINERAL LTDA;19.072.118/0002-34;-15°45'35.820";-56°10'11.670";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;8,00;77.148,78;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9785;BR ÁGUA DE COCO;FILADELFO DOS REIS DIAS;***;-15°41'01.525";-56°18'14.936";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;10,05;116.418,06;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9948;BR ÁGUIA DO SOL;FILADELFO DOS REIS DIAS;***;-15°43'36.290";-55°52'55.840";Sul do Equador;SANTO ANTÔNIO DE LEVERGER;MT;Minério de Ouro Primário;6,00;21.983,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9259;BR BOSCO;FILADELFO DOS REIS DIAS;***;-15°39'22.881";-56°20'16.227";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;20,61;1.300.000,00;2 - Alteamento a jusante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9644;BR BRASÃO;JOSE MARIA OTAVIO MARTINS DUARTE;***;-16°03'31.580";-56°21'10.380";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Argila Arenosa;10,00;500.000,00;2 - Alteamento a jusante;Alto;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9428;BR ISMAEL;Davi Alves Bicalho;***;-16°14'43.930";-56°35'21.410";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;14,50;450.000,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9548;BR PIRÂMIDE;FILADELFO DOS REIS DIAS;***;-15°39'42.790";-56°20'38.590";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;15,00;800.000,00;2 - Alteamento a jusante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9461;BR SANTA 01;FILADELFO DOS REIS DIAS;***;-15°39'35.190";-56°21'14.530";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;16,00;1.249.248,00;2 - Alteamento a jusante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9258;BR SANTA FELICIDADE;FILADELFO DOS REIS DIAS;***;-15°39'49.845";-56°21'09.410";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;13,10;650.000,00;2 - Alteamento a jusante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9547;BR SANTA FELICIDADE 02;FILADELFO DOS REIS DIAS;***;-15°39'51.460";-56°21'16.370";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
9575;BR SANTA FELICIDADE 03;FILADELFO DOS REIS DIAS;***;-15°39'53.710";-56°21'01.810";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;10,60;190.000,00;2 - Alteamento a jusante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
10049;BR SANTA FELICIDADE 04;FILADELFO DOS REIS DIAS;***;-15°40'10.880";-56°21'02.620";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
10128;BR02;MINERACAO ABDALA LTDA;08.838.089/0001-71;-15°41'21.580";-56°21'11.810";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Rocha Aurífera;15,00;87.313,00;2 - Alteamento a jusante;Baixo;Baixo;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
10129;BR03;MINERACAO ABDALA LTDA;08.838.089/0001-71;-15°41'31.710";-56°21'38.040";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Rocha Aurífera;10,00;708.638,04;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9649;BRASE01;BRASE - BRASIL EXTRACAO, COMERCIO E INDUSTRIA DE ESTANHO EIRELI;23.919.617/0001-00;-09°35'10.710";-62°51'51.450";Sul do Equador;RIO CRESPO;RO;Aluvião Estanífero;1,00;46.987,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8975;BRAVO 1;NAGELLA CHRISSIE FIRMINO BRAVO;***;-15°27'59.450";-56°27'39.225";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;23,00;941.039,88;2 - Alteamento a jusante;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9728;BRAVO II;Robinson da Silva Bravo;***;-15°27'56.065";-56°27'27.384";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
